Query Name,Performance Gain (%),Postgres Time,LLM Time,Same as Postgres Plan
imdbload_9a2.sql,22.26677942703178,1080.758,840.108,False
imdbload_1a807.sql,1.500544791321249,337.744,332.676,True
imdbload_20a_job_middle.sql,61.64491202704654,1018.097,390.49199999999996,False
imdbload_9b2.sql,0.4415192650486806,255.255,254.128,True
imdbload_8a117.sql,71.97042939748147,3142.31,880.7759999999998,False
imdbload_5a250.sql,11.699028405896499,606.529,535.571,False
imdbload_3a1108.sql,69.04946082087834,217.182,67.219,False
imdbload_7a64.sql,81.51788624793905,1800.741,332.81500000000005,False
imdbload_11b2.sql,32.7240412899173,1986.732,1336.593,False
imdbload_6a107.sql,35.75528038329171,592.76,380.817,False
imdbload_15a_job_middle.sql,2.027449835217557,95.884,93.94,True
imdbload_11a1.sql,17.42891443922003,2944.515,2431.318,False
imdbload_11b1.sql,23.328918588084196,298.998,229.245,False
imdbload_1a796.sql,5.856215911228135,42.536,40.045,True
imdbload_2a5.sql,2.7465614972506045,353.715,344.0,True
imdbload_2b180.sql,54.62773857639719,2724.819,1236.312,False
imdbload_2c241.sql,34.27165853796058,141.884,93.258,False
imdbload_4a326.sql,52.779071034462255,201.902,95.34,False
imdbload_7a63.sql,94.8421388327841,2728.03,140.70800000000008,False
imdbload_10a2.sql,6.755124581509937,406.521,379.06,True
imdbload_11a2.sql,11.596456589729694,629.563,556.556,False
imdbload_5a276.sql,8.202910906765728,114.947,105.518,False
imdbload_9a1.sql,2.301861085560722,1332.878,1302.197,True
imdbload_6a104.sql,10.904852495913824,746.42,665.024,False
imdbload_33b_job_middle.sql,91.06370301287531,77.202,6.899000000000001,False
imdbload_3a1092.sql,1.4089756970329512,26.828,26.45,False
imdbload_4a279.sql,51.85036321616238,169.183,81.461,False
imdbload_3b1.sql,9.224249096955665,132.607,120.375,True
imdbload_10a1.sql,79.0104889275935,5842.542,1226.321,False
imdbload_2a404.sql,27.567767373090184,40.58,29.393,False
imdbload_8a6.sql,67.47002806093512,202.773,65.96200000000002,False
imdbload_2c242.sql,10.896324005767902,47.851,42.637,True
imdbload_2b179.sql,3.022080838323353,523.712,507.885,True
imdbload_9b1.sql,22.17471612860497,271.778,211.512,False
imdbload_3b2.sql,7.08201295028036,364.162,338.372,False

Overall Weighted Performance Gain,50.09%
Filtered Weighted Performance Gain (Same as Postgres Plan = False),56.01%

Overall Arithmetic Performance Gain,31.06%
Filtered Arithmetic Performance Gain (Same as Postgres Plan = False),41.69%
