Iteration,Total LLM Time (ms),Total Postgres Time (ms),Relative Time
2,50156.619000000006,38617.92600000001,1.2987911106360295
3,35855.02599999999,38617.92600000001,0.9284555053526174
4,41207.294,38617.92600000001,1.0670509338072685
5,27175.007000000005,38617.92600000001,0.7036889293329736
6,35007.888000000006,38617.92600000001,0.9065191123935553
7,21101.29500000001,38617.92600000001,0.5464119176156691
8,20928.484000000004,38617.92600000001,0.5419370268615669
9,20919.023,38617.92600000001,0.5416920370089269
10,30001.25599999999,38617.92600000001,0.7768738279730503
11,29274.192999999996,38617.92600000001,0.7580467423341168
12,29020.549999999992,38617.92600000001,0.751478730369932
13,27809.570999999993,38617.92600000001,0.7201207801786141
14,18946.475,38617.92600000001,0.4906134783105648
15,17124.702999999998,38617.92600000001,0.44343922042835743
16,17010.568999999996,38617.92600000001,0.4404837535811735
17,25784.468,38617.92600000001,0.6676813249888147
18,16884.830999999995,38617.92600000001,0.4372278045175184
19,16881.485999999997,38617.92600000001,0.4371411867120983
20,25577.586999999996,38617.92600000001,0.6623242014602232
21,16399.463,38617.92600000001,0.42465934084601015
22,32741.65,38617.92600000001,0.847835536274009
23,35062.698,38617.92600000001,0.9079384014563597
24,33551.347,38617.92600000001,0.8688024053906985
25,25078.001999999997,38617.92600000001,0.6493875926946463
26,16304.103,38617.92600000001,0.42219002128700533
27,16290.638,38617.92600000001,0.42184134901496256
28,16021.785,38617.92600000001,0.41487947850953977
29,25505.334999999995,38617.92600000001,0.6604532568631467
30,15831.232,38617.92600000001,0.4099451638081236
31,15826.859,38617.92600000001,0.40983192624067893
32,15826.859,38617.92600000001,0.40983192624067893
33,24600.758,38617.92600000001,0.6370294976483201
34,24600.758,38617.92600000001,0.6370294976483201
35,15826.859,38617.92600000001,0.40983192624067893
36,25115.493,38617.92600000001,0.6503584112725265
37,15761.846,38617.92600000001,0.40814843345031
38,25721.554,38617.92600000001,0.6660521851950308
39,15713.389,38617.92600000001,0.4068936534810284
40,24499.903999999995,38617.92600000001,0.6344179125518028
41,25355.653999999995,38617.92600000001,0.6565773107545959
42,15713.389,38617.92600000001,0.4068936534810284
43,15713.389,38617.92600000001,0.4068936534810284
44,24499.903999999995,38617.92600000001,0.6344179125518028
45,15711.736,38617.92600000001,0.40685084952516604
46,25353.225,38617.92600000001,0.6565144125036646
47,24497.475,38617.92600000001,0.6343550143008714
48,15433.33,38617.92600000001,0.39964160685377037
49,15433.33,38617.92600000001,0.39964160685377037
50,25270.542000000005,38617.92600000001,0.6543733601851119
