Iteration,Total LLM Time (ms),Total Postgres Time (ms),Relative Time
2,96955.87899999996,38760.897999999994,2.501383714071846
3,71219.80399999999,38760.897999999994,1.8374136739556446
4,61734.403,38760.897999999994,1.5926979555530423
5,53618.867999999995,38760.897999999994,1.3833236784142617
6,49355.95799999999,38760.897999999994,1.2733440283039883
7,53653.694,38760.897999999994,1.3842221612099908
8,64814.59099999998,38760.897999999994,1.6721643291133241
9,50351.76299999999,38760.897999999994,1.2990349965576133
10,44651.82299999999,38760.897999999994,1.1519811279914103
11,28331.963,38760.897999999994,0.7309418631116339
12,57657.23499999999,38760.897999999994,1.4875102996839753
13,63680.906999999985,38760.897999999994,1.6429161935309133
14,53792.36499999999,38760.897999999994,1.3877997615019135
15,37546.067,38760.897999999994,0.9686583370694871
16,37439.257000000005,38760.897999999994,0.9659027249575077
17,56906.675,38760.897999999994,1.4681464552240253
18,44182.22399999999,38760.897999999994,1.139865851405197
19,27842.255,38760.897999999994,0.7183077904954629
20,35015.776,38760.897999999994,0.9033788639262177
21,43975.490999999995,38760.897999999994,1.1345323062432662
22,43854.795,38760.897999999994,1.1314184464972923
23,42949.833,38760.897999999994,1.1080711545950253
24,33618.24399999999,38760.897999999994,0.8673236621091699
25,42270.755999999994,38760.897999999994,1.0905515140541893
26,33276.60899999999,38760.897999999994,0.8585097538245887
27,23654.280999999995,38760.897999999994,0.6102614289276785
28,42590.39399999999,38760.897999999994,1.0987979174269904
29,52043.157,38760.897999999994,1.3426716016744507
30,42023.687999999995,38760.897999999994,1.0841773583264247
31,51106.608,38760.897999999994,1.3185093905719112
32,23436.915999999994,38760.897999999994,0.6046535867151478
33,32468.769999999993,38760.897999999994,0.8376681572238084
34,33175.077,38760.897999999994,0.8558903098684659
35,42399.16199999999,38760.897999999994,1.0938642856004006
36,42736.948999999986,38760.897999999994,1.102578918579234
37,33356.96899999999,38760.897999999994,0.8605829772055331
38,27394.43599999999,38760.897999999994,0.7067544203955232
39,32382.16799999999,38760.897999999994,0.8354338952621788
40,42322.73799999999,38760.897999999994,1.0918926078544413
41,33290.42599999999,38760.897999999994,0.8588662213140675
42,33106.26999999999,38760.897999999994,0.854115144597527
43,23175.816999999995,38760.897999999994,0.5979174424699861
44,59529.011999999995,38760.897999999994,1.5358006411512966
45,32952.386999999995,38760.897999999994,0.8501450869378723
46,22995.874999999996,38760.897999999994,0.5932750835648855
47,51217.873,38760.897999999994,1.3213799381015374
48,50860.253,38760.897999999994,1.3121536296708092
49,32205.613,38760.897999999994,0.8308789182335251
50,51522.74,38760.897999999994,1.32924526155199
