Query Name,Performance Gain (%),Postgres Time,LLM Time,Same as Postgres Plan
imdbload_9a2.sql,2.7436297471237876,1075.546,1046.037,True
imdbload_1a807.sql,1.3914379487424668,334.546,329.891,True
imdbload_20a_job_middle.sql,63.927934132673826,1022.176,368.72,False
imdbload_9b2.sql,7.830020731058833,259.514,239.194,False
imdbload_8a117.sql,66.88019931235742,3211.843,1063.7560000000003,False
imdbload_5a250.sql,22.605564466700585,613.464,474.787,False
imdbload_3a1108.sql,74.102398593025,213.792,55.36699999999999,False
imdbload_7a64.sql,58.839204607241044,1820.786,749.45,False
imdbload_11b2.sql,51.89762337119704,2005.614,964.748,False
imdbload_6a107.sql,30.32771746248157,595.574,414.95,False
imdbload_15a_job_middle.sql,1.2124766728872305,93.775,92.638,True
imdbload_11a1.sql,17.705879364917035,2972.651,2446.317,False
imdbload_11b1.sql,24.979519051394835,303.941,228.018,False
imdbload_1a796.sql,1.4961517251300798,41.707,41.083,True
imdbload_2a5.sql,0.8233279090776828,350.893,348.004,True
imdbload_2b180.sql,62.033004450216175,2778.292,1054.834,False
imdbload_2c241.sql,36.543814486929946,143.343,90.96,False
imdbload_4a326.sql,38.180614445455916,205.421,126.99,False
imdbload_7a63.sql,86.24707592522354,2755.145,378.913,False
imdbload_10a2.sql,10.632300230368962,407.607,364.269,False
imdbload_11a2.sql,17.00855708332803,627.784,521.007,False
imdbload_5a276.sql,4.090259483100015,116.154,111.403,False
imdbload_9a1.sql,2.090703345620115,1333.953,1306.064,True
imdbload_6a104.sql,31.060168120707495,754.22,519.958,False
imdbload_33b_job_middle.sql,85.5023874834908,78.744,11.415999999999997,False
imdbload_3a1092.sql,3.39057845769132,27.193,26.271,True
imdbload_4a279.sql,52.99742974019862,165.742,77.903,False
imdbload_3b1.sql,4.654805352798064,131.52,125.398,True
imdbload_10a1.sql,75.5303842476481,5933.387,1451.8769999999995,False
imdbload_2a404.sql,22.386759581881538,41.328,32.076,True
imdbload_8a6.sql,9.651404154371916,205.711,185.857,False
imdbload_2c242.sql,5.577203048728262,46.708,44.103,True
imdbload_2b179.sql,4.319901493932666,526.262,503.528,True
imdbload_9b1.sql,22.937613120082744,270.73,208.631,False
imdbload_3b2.sql,22.301101591187273,359.48,279.312,False

Overall Weighted Performance Gain,48.83%
Filtered Weighted Performance Gain (Same as Postgres Plan = False),55.47%

Overall Arithmetic Performance Gain,29.25%
Filtered Arithmetic Performance Gain (Same as Postgres Plan = False),40.58%
