Iteration,Total LLM Time (ms),Total Postgres Time (ms),Relative Time
2,109447.498,109180.094,1.0024492010420876
3,98386.971,109180.094,0.901143856864604
4,96061.01500000004,109180.094,0.8798400100296675
5,95779.83700000004,109180.094,0.877264650459085
6,85244.171,109180.094,0.7807666020144661
7,85185.629,109180.094,0.7802304053704149
8,85157.39100000002,109180.094,0.7799717684800677
9,85099.54900000001,109180.094,0.7794419832611613
10,85066.36600000001,109180.094,0.7791380542317541
11,85060.70600000002,109180.094,0.7790862132798678
12,84934.152,109180.094,0.7779270825687328
13,84927.54500000001,109180.094,0.7778665678745432
14,84667.03400000003,109180.094,0.7754805010517762
15,84622.22200000004,109180.094,0.775070059932354
16,84574.97500000003,109180.094,0.7746373162126059
17,84551.80400000005,109180.094,0.7744250888811293
18,84548.24400000004,109180.094,0.7743924822046777
19,84506.81000000003,109180.094,0.774012980791169
20,84504.19600000001,109180.094,0.7739890386978419
21,84502.811,109180.094,0.7739763532352335
22,84497.359,109180.094,0.7739264173925331
23,84480.682,109180.094,0.773773669768044
24,84469.163,109180.094,0.7736681651876944
25,84450.27000000002,109180.094,0.7734951208230323
26,84436.55800000002,109180.094,0.7733695301636214
27,84434.87100000001,109180.094,0.7733540786290221
28,84434.26500000001,109180.094,0.7733485281666822
29,84429.93500000001,109180.094,0.7733088689225713
30,84429.93500000001,109180.094,0.7733088689225713
31,84426.46800000002,109180.094,0.7732771140497463
32,84407.43100000003,109180.094,0.77310275076334
33,84407.22100000003,109180.094,0.7731008273357965
34,84363.41600000004,109180.094,0.7726996095094042
35,84226.77200000003,109180.094,0.771448062684394
36,84226.77200000003,109180.094,0.771448062684394
37,84226.77200000003,109180.094,0.771448062684394
38,84224.32800000002,109180.094,0.7714256776514593
39,84222.22900000002,109180.094,0.7714064525352032
40,84220.48200000002,109180.094,0.7713904514498772
41,84216.42200000002,109180.094,0.7713532651840365
42,84215.20400000003,109180.094,0.7713421093042843
43,84212.76700000004,109180.094,0.7713197883856011
44,84209.37200000003,109180.094,0.7712886929736481
45,84202.89400000003,109180.094,0.7712293598135209
46,84192.75400000003,109180.094,0.7711364857407068
47,84189.64100000003,109180.094,0.7711079732171694
48,84189.51000000002,109180.094,0.7711067733647493
49,79459.736,109180.094,0.7277859277168236
50,73607.67300000002,109180.094,0.6741858364767485
